tconst	ordering	nconst	category	job	characters
tt0159881	8	nm1176865	self		"[""Self - Clue Crew Member""]"
tt0159881	9	nm1176865	self		"[""Self - Clue Crew member""]"
tt0159881	10	nm1668506	self		"[""Self - Host""]"
tt0159881	11	nm1668506	self		"[""Self - Guest Host""]"
tt0159881	12	nm1668506	self		"[""Self - Defending Champion""]"
tt0159881	13	nm2155248	self		"[""Self - Clue Crew""]"
tt0159881	14	nm2155248	self		"[""Self - Clue Crew Member""]"
tt0159881	15	nm2155248	self		"[""Self - Clue Crew member""]"
tt0159881	16	nm0080524	self		"[""Self - Host""]"
tt0159881	17	nm0080524	self		"[""Self - Guest Host""]"
tt0159881	18	nm0080524	self		"[""Self - Contestant""]"
tt0159881	19	nm1177328	self		"[""Self - Clue Crew Member""]"
tt0159881	20	nm1177328	self		"[""Self - Clue Crew""]"
tt0159881	21	nm1177328	self		"[""Self - Clue Crew member""]"
tt0159881	22	nm2113259	self		"[""Self - Clue Crew Member""]"
tt0159881	23	nm2113259	self		"[""Self - Clue Crew member""]"
tt0159881	24	nm2113259	self		"[""Self - Clue Crew""]"
tt0159881	25	nm9057794	self		"[""Self - Defending Champion""]"
tt0159881	26	nm9057794	self		"[""Self - Finalist""]"
tt0159881	27	nm9057794	self		"[""Self - Semifinalist""]"
tt0159881	28	nm0341311	writer	created by	
tt0159884	1	nm0130318	actress		"[""Liz Parrish""]"
tt0159884	2	nm0876519	actor		"[""Adam Knight""]"
tt0159884	3	nm0139441	actor		"[""Peter Parker""]"
tt0159884	4	nm0202918	actor		"[""Stephen Drummond""]"
tt0159884	5	nm0931923	actress		"[""Frances Graham""]"
tt0159884	6	nm0916001	actor		"[""Colonel Cope-Addams""]"
tt0159884	7	nm2147756	actor		"[""Gregory Wilson""]"
tt0159884	8	nm2147756	actor		"[""Third young man""]"
tt0159884	9	nm0289302	actor		"[""Toby Hollister""]"
tt0159884	10	nm0289302	actor		"[""Jarvie""]"
tt0159884	11	nm0184564	actor		"[""Aide-de-Camp""]"
tt0159884	12	nm0184564	actor		"[""Geoffrey Payne""]"
tt0159884	13	nm0184564	actor		"[""George Ryden-Smith""]"
tt0159884	14	nm0372661	actress		"[""County female""]"
tt0159884	15	nm0372661	actress		"[""Margaret Lorrimer""]"
tt0159884	16	nm0372661	actress		"[""Mistress""]"
tt0160999	1	nm0626719	self		"[""Self - Narrator""]"
tt0160999	2	nm0626719	self		"[""Narrator""]"
tt0160999	3	nm0166290	actress		"[""The Stooges""]"
tt0160999	4	nm9987096	actor		"[""The Stooges""]"
tt0160999	5	nm15840922	actress		"[""The Stooges""]"
tt0160999	6	nm2996460	actor		"[""The Stooges""]"
tt0160999	7	nm15840923	actress		"[""The Stooges""]"
tt0160999	8	nm10121090	actor		"[""The Stooges""]"
tt0160999	9	nm15840924	actress		"[""The Stooges""]"
tt0160999	10	nm7473281	actor		"[""The Stooges""]"
tt0160999	11	nm0854248	actor		"[""The Tour Staff""]"
tt0161195	1	nm0632967	actor		"[""Kyosuke Kamishiro""]"
tt0161195	2	nm0632967	actor		"[""Kamishiro keishisei""]"
tt0161195	3	nm0632967	actor		"[""Kamishiro Keishisei""]"
tt0161195	4	nm0393291	actor		"[""Tsuyoshi Tachibana""]"
tt0161195	5	nm0393291	actor		"[""Tachibana Keibu""]"
tt0161195	6	nm0393291	actor		"[""Tachibana keiji""]"
tt0161195	7	nm1242530	actor		"[""Benibayashi keiji""]"
tt0161195	8	nm1242530	actor		"[""Jin'ichi Kurebayashi""]"
tt0161195	9	nm1242530	actor		"[""Jini'chi Kurebayashi""]"
tt0161195	10	nm0297800	actor		"[""Tetsuo Sakurai""]"
tt0161195	11	nm0297800	actor		"[""Sakurai Keibuho""]"
tt0161195	12	nm0297800	actor		"[""Sakurai keiji""]"
tt0161195	13	nm0645202	actor		"[""Funamura keiji""]"
tt0161195	14	nm0645202	actor		"[""Ippei Funamura""]"
tt0161195	15	nm0645202	actor		"[""Ippei Funeamura""]"
tt0161195	16	nm0538704	actor		"[""Ryuji Yoshino""]"
tt0161195	17	nm0538704	actor		"[""Yoshino keiji""]"
tt0161195	18	nm0032898	actor		"[""Tsugami keiji""]"
tt0161195	19	nm0032898	actor		"[""Akira Tsugami""]"
tt0161195	20	nm1186991	actor		"[""Shunichi Kano""]"
tt0161195	21	nm1186991	actor		"[""Kano Keibuho""]"
tt0161195	22	nm0632664	actor		"[""Takasugi keiji""]"
tt0161195	23	nm0913789	actor		"[""Denkichi Tokida""]"
tt0161195	24	nm0913789	actor		"[""Tokita Keibuho""]"
tt0161203	1	nm0229490	actress		"[""Lúcia Prado""]"
tt0161203	2	nm0658077	actor		"[""Alexandre Toledo""]"
tt0161203	3	nm0210690	actor		"[""Agenor da Silva""]"
tt0161203	4	nm0868100	actress		"[""Rafaela Katz (Neusa Maria da Silva)""]"
tt0161203	5	nm0305447	actor		"[""Bruno Maia""]"
tt0161203	6	nm0268656	actor		"[""Edmundo Falcão""]"
tt0161203	7	nm0031521	actor		"[""Guilherme Toledo""]"
tt0161203	8	nm0059444	actress		"[""Shirley da Silva""]"
tt0161203	9	nm0602413	actor		"[""Boneca da Silva""]"
tt0161203	10	nm0754542	actress		"[""Celeste""]"
tt0162076	1	nm0221400	actor		"[""Jan Van den Bossche""]"
tt0162076	2	nm0221400	actor		"[""Jan Van Den Bossche""]"
tt0162076	3	nm0221400	actor		"[""Jan van Den Bossche""]"
tt0162076	4	nm0311639	actress		"[""Anna Dierckx""]"
tt0162076	5	nm0311639	actress		"[""Self""]"
tt0162076	6	nm0894140	actor		"[""Albert Thielens""]"
tt0162076	7	nm0894140	actor		"[""Prins van Liechtenstein""]"
tt0162076	8	nm0894140	actor		"[""Jef Van Rooy""]"
tt0162076	9	nm0480911	actress		"[""Rita Van den Bossche""]"
tt0162076	10	nm0480911	actress		"[""Rita Van Den Bossche""]"
tt0162076	11	nm0480911	actress		"[""Rita van den Bossche""]"
tt0162076	12	nm0505447	actor		"[""Peter Van den Bossche""]"
tt0162076	13	nm0505447	actor		"[""Peter Van Den Bossche""]"
tt0162076	14	nm0505447	actor		"[""Self""]"
tt0162076	15	nm0535434	actress		"[""Mieke Van den Bossche""]"
tt0162076	16	nm0535434	actress		"[""Mieke Van Den Bossche""]"
tt0162076	17	nm0163132	actress		"[""Trudy Tack de Rixart de Waremme""]"
tt0162076	18	nm0163132	actress		"[""Trudy Tack""]"
tt0162076	19	nm0427366	actress		"[""Marie-Rose De Putter""]"
tt0162076	20	nm1012401	actress		"[""Linda Desmet""]"
tt0162076	21	nm1012401	actress		"[""Linda De Smet""]"
tt0162076	22	nm1012401	actress		"[""Linda Van Den Bossche-De Smet""]"
tt0162076	23	nm0894908	actress		"[""Brenda Vermeir""]"
tt0162076	24	nm0894908	actress		"[""Self""]"
tt0163499	1	nm0564728	actress		"[""Isabel Blair""]"
tt0163499	2	nm0564728	actress		"[""Isabel Morgan""]"
tt0163499	3	nm0564728	actress		"[""Isobel Blair""]"
tt0163499	4	nm1719341	actor		"[""Dougal Lachlan""]"
tt0163499	5	nm2003897	actress		"[""Fiona Cunningham""]"
tt0163499	6	nm2003897	actress		"[""Fiona Ryder""]"
tt0163499	7	nm0860459	actress		"[""Grace Lachlan""]"
tt0163499	8	nm0914755	actor		"[""Brian Blair""]"
tt0163499	9	nm0349265	actress		"[""Mrs. Mack""]"
tt0163499	10	nm0349265	actress		"[""Mrs. Mary Mack""]"
tt0163499	11	nm0349265	actress		"[""Florence Crossan""]"
tt0163499	12	nm0017282	actress		"[""Lorna Seton""]"
tt0163499	13	nm0449392	actor		"[""Archie Menzies""]"
tt0163499	14	nm0449392	actor		"[""Archie""]"
tt0163499	15	nm0449392	actor		"[""Mr Archie""]"
tt0163499	16	nm0729966	actress		"[""Alice Taylor""]"
tt0163499	17	nm0729966	actress		"[""Alice McEwan""]"
tt0163499	18	nm0729966	actress		"[""Alice McEwen""]"
tt0163499	19	nm0013134	actor		"[""Bob Taylor""]"
tt0163499	20	nm0396449	writer	creator	
tt0163958	1	nm0212610	actress		"[""Mary Riordan""]"
tt0163958	2	nm0184828	actor		"[""Tom Riordan""]"
tt0163958	3	nm0000321	actor		"[""Pat Barry""]"
tt0163958	4	nm0198239	actress		"[""Minnie Brennan""]"
tt0163958	5	nm0382675	actor		"[""Benjy Riordan""]"
tt0163958	6	nm0236507	actor		"[""Father Sheehy""]"
tt0163958	7	nm0640900	actor		"[""Batty Brennan""]"
tt0163958	8	nm0924413	actress		"[""Maggie Riordan""]"
tt0163958	9	nm0683454	actor		"[""Eamon Maher""]"
tt0163958	10	nm0642116	actor		"[""Michael Riordan""]"
tt0165001	1	nm0667111	self		"[""Self - Host""]"
tt0165001	2	nm0667111	self		"[""Self - Hostess""]"
tt0165001	3	nm0667111	self		"[""Self""]"
tt0165001	4	nm0651872	self		"[""Self - Anchor""]"
tt0165001	5	nm0651872	self		"[""Self - Host""]"
tt0165001	6	nm0651872	self		"[""Self""]"
tt0165001	7	nm0733618	self		"[""Self - CBS News Correspondent""]"
tt0165001	8	nm0733618	self		"[""Self""]"
tt0165001	9	nm0733618	self		"[""Self - Correspondent""]"
tt0165001	10	nm3060501	self		"[""Self - Host, Face the Nation""]"
tt0165001	11	nm3060501	self		"[""Self - Hostess, Face the Nation""]"
tt0165001	12	nm3060501	self		"[""Self - Preview of Face the Nation""]"
tt0165001	13	nm2351239	self		"[""Self - CBS News National Correspondent""]"
tt0165001	14	nm2351239	self		"[""Self - Guest Host""]"
tt0165001	15	nm2351239	self		"[""Self - Substitute Host""]"
tt0165001	16	nm1990392	self		"[""Self - CBS News Correspondent""]"
tt0165001	17	nm1990392	self		"[""Self""]"
tt0165001	18	nm1990392	self		"[""Self - Guest Host""]"
tt0165001	19	nm0367024	self		"[""Self - CBS News Correspondent""]"
tt0165001	20	nm0367024	self		"[""Self""]"
tt0165001	21	nm0367024	self		"[""Self - Correspondent (segment \""On the Road\"")""]"
tt0165001	22	nm2639194	self		"[""Self - CBS News Correspondent""]"
tt0165001	23	nm2639194	self		"[""Self""]"
tt0165001	24	nm2639194	self		"[""Self - Yahoo Tech Columnist""]"
tt0165001	25	nm1927410	self		"[""Self - CBS News Correspondent""]"
tt0165001	26	nm1927410	self		"[""Self - CBS News Foreign Correspondent""]"
tt0165001	27	nm1927410	self		"[""Self""]"
tt0165001	28	nm0853988	self		"[""Self - CBS News Correspondent""]"
tt0165001	29	nm0853988	self		"[""Self - Correspondent""]"
tt0165001	30	nm0853988	self		"[""Self""]"
tt0166034	1	nm0589624	actress		"[""Marge Bacon (1967-1977)""]"
tt0166034	2	nm0589624	actress		"[""Marge Bacon""]"
tt0166034	3	nm0088078	actor		"[""Col. Emerson""]"
tt0166034	4	nm0007414	actor		"[""Jim Bacon (1967-1976)""]"
tt0166034	5	nm0007414	actor		"[""Jim Bacon""]"
tt0166034	6	nm0276316	actor		"[""John Quinney (1969-1977)""]"
tt0166034	7	nm0276316	actor		"[""John Quinney""]"
tt0166034	8	nm0276316	actor		"[""Maurie Fields""]"
tt0166034	9	nm0103207	actress		"[""Rose Lang Wilson""]"
tt0166034	10	nm0360331	actor		"[""Roger Green""]"
tt0166034	11	nm0360331	actor		"[""Roger""]"
tt0166034	12	nm0336634	actor		"[""David Emerson""]"
tt0166034	13	nm0137409	actress		"[""Olive Turner (1969-1977)""]"
tt0166034	14	nm0137409	actress		"[""Olive Turner""]"
tt0166034	15	nm0635909	actor		"[""Joe Turner (1969-1977)""]"
tt0166034	16	nm0635909	actor		"[""Joe Turner""]"
tt0166034	17	nm0635909	actor		"[""Kev""]"
tt0166034	18	nm0192852	actress		"[""Rhoda Lang Wilson Greene (1967-1974)""]"
tt0166034	19	nm0192852	actress		"[""Rhoda Wilson""]"
tt0166034	20	nm0192852	actress		"[""Rhoda Lang Wilson Greene""]"
tt0166064	1	nm0850634	self		"[""Self - Host""]"
tt0166064	2	nm0165087	self		"[""Self - Host""]"
tt0166064	3	nm1675785	self		"[""Self - Contestant""]"
tt0166064	4	nm1675785	self		"[""Self""]"
tt0166064	5	nm1675785	self		"[""Self - Phone a Friend""]"
tt0166064	6	nm0391810	self		"[""Self - Contestant""]"
tt0166064	7	nm13572405	self		"[""Self - Fastest Finger First Contestant""]"
tt0166064	8	nm13572405	self		"[""Self - Audience Member""]"
tt0166064	9	nm13572405	self		"[""Self - Contestant""]"
tt0166064	10	nm0804245	self		"[""Self - Contestant""]"
tt0166064	11	nm0903436	self		"[""Self - Contestant""]"
tt0166064	12	nm0903436	self		"[""Self""]"
tt0166064	13	nm0000410	self		"[""Self - Contestant""]"
tt0166064	14	nm0000410	self		"[""Self""]"
tt0166064	15	nm0000410	self		"[""Self - Phone a Friend""]"
tt0166064	16	nm3584757	self		"[""Self - Contestant""]"
tt0166064	17	nm3584757	self		"[""Self - Phone a Friend""]"
tt0166064	18	nm0714880	self		"[""Self - Contestant""]"
tt0166064	19	nm0714880	self		"[""Self - Fastest Finger First""]"
tt0166905	1	nm1515275	actor		"[""Immu Suursaksa""]"
tt0166905	2	nm0737673	actor		
tt0166905	3	nm0255726	actress		
tt0166905	4	nm0647340	actress		
tt0166905	5	nm0436019	actor		
tt0166905	6	nm0474673	actor		"[""Jarkko""]"
tt0166905	7	nm0463734	actor		
tt0166909	1	nm0264211	actor		"[""L'inspecteur Ménardeau""]"
tt0166909	2	nm0264211	actor		"[""Inspecteur Ménardeau""]"
tt0166909	3	nm0264211	actor		"[""L'inspecteur Menardeau""]"
tt0166909	4	nm0213325	actor		"[""Le commissaire Cabrol""]"
tt0166909	5	nm0213325	actor		"[""Commissaire Cabrol""]"
tt0166909	6	nm0213325	actor		"[""Commissaire Broussard (later Commissaire Cabrol)""]"
tt0166909	7	nm0815909	actor		"[""L'inspecteur Bourrel""]"
tt0166909	8	nm0815909	actor		"[""Commissaire Bourrel""]"
tt0166909	9	nm0815909	actor		"[""Inspecteur Bourrel""]"
tt0166909	10	nm0202416	actor		"[""Inspecteur Dupuy""]"
tt0166909	11	nm0202416	actor		"[""L'inspecteur Dupuy""]"
tt0166909	12	nm0202416	actor		"[""L'inspecteur Dumas""]"
tt0166909	13	nm0171772	actor		"[""L'agent P.J.""]"
tt0166909	14	nm0171772	actor		"[""L'agent Coulomb""]"
tt0166909	15	nm0171772	actor		"[""L'agent Coulomb de la P.J.""]"
tt0166909	16	nm0763746	actor		"[""Commissaire Massard""]"
tt0166909	17	nm0763746	actor		"[""Bruno""]"
tt0166909	18	nm0763746	actor		"[""Bébel""]"
tt0166909	19	nm0388018	actor		"[""Antoine Barrier""]"
tt0166909	20	nm0072896	actor		"[""Le preneur de son""]"
tt0166909	21	nm0072896	actor		"[""André""]"
tt0166909	22	nm0072896	actor		"[""Chahut""]"
tt0166909	23	nm0296996	actor		"[""Le gendarme""]"
tt0166909	24	nm0296996	actor		"[""Chasseneuil""]"
tt0166909	25	nm0296996	actor		"[""Joseph""]"
tt0166909	26	nm0492009	actor		"[""Cabariot""]"
tt0166909	27	nm0492009	actor		"[""Gaston Chauffour - dit Tonton""]"
tt0166909	28	nm0492009	actor		"[""Joseph Venejoux""]"
tt0166909	29	nm0522135	writer	creator	
tt0167515	1	nm0393901	self		"[""Self - Co-Host""]"
tt0167515	2	nm0393901	self		"[""Self - Co-Hostess""]"
tt0167515	3	nm5287757	self		"[""Self - Co-Host""]"
tt0167515	4	nm5287757	self		"[""Self - Host""]"
tt0167515	5	nm5287757	self		"[""Self - Correspondent""]"
tt0167515	6	nm1129362	actor		"[""Co-Host (2004-)""]"
tt0167515	7	nm1129362	actor		"[""Self - Correspondent (2002-2004)""]"
tt0167515	8	nm1129362	actor		"[""Self - Co-Host""]"
tt0167515	9	nm6042903	self		"[""Self - Co-Host""]"
tt0167515	10	nm6042903	self		"[""Self - Correspondent""]"
tt0167515	11	nm6042903	self		"[""Self - Guest Co-Host""]"
tt0167515	12	nm0530249	self		"[""Self - Co-Host""]"
tt0167515	13	nm6361406	self		"[""Self - Correspondent""]"
tt0167515	14	nm6361406	self		"[""Self - Co-Host""]"
tt0167515	15	nm1293847	self		"[""Self - Co-Hostess""]"
tt0167515	16	nm1293847	self		"[""Self - Co-Host""]"
tt0167515	17	nm1697759	self		"[""Self - Co-Hostess""]"
tt0167515	18	nm1697759	self		"[""Self - Correspondent""]"
tt0167515	19	nm1697759	self		"[""Self - Hostess""]"
tt0167515	20	nm0693460	self		"[""Self - Host""]"
tt0167515	21	nm0693460	self		"[""Self - Reporter""]"
tt0167515	22	nm0693460	self		"[""Self""]"
tt0167515	23	nm0640669	self		"[""Self - Hostess""]"
tt0167515	24	nm0640669	self		"[""Self - Co-Hostess""]"
tt0167515	25	nm0640669	self		"[""Self - Correspondent""]"
tt0167645	1	nm0336009	actor		"[""Jean-François Deschênes""]"
tt0167645	2	nm0479997	actress		"[""Françoise Beneix-Deschênes""]"
tt0167645	3	nm0503724	actor		"[""Marcel""]"
tt0167645	4	nm0407653	actor		"[""Guillaume Deschênes""]"
tt0167645	5	nm0147259	actress		"[""Marthe Deschênes""]"
tt0167645	6	nm0873710	actor		"[""Éric Béjart""]"
tt0167645	7	nm0605541	actress		"[""Danièle (1988)""]"
tt0167645	8	nm0011164	actress		"[""Martine Keller""]"
tt0167645	9	nm0340284	actress		"[""Madeleine Rey""]"
tt0167645	10	nm0885322	actress		"[""Anita""]"
tt0167716	1	nm0155098	actress		"[""Blanche Lacassagne""]"
tt0167716	2	nm0015835	actress		"[""Anne Lacassagne""]"
tt0167716	3	nm0635157	actor		"[""Hervé Caoudal""]"
tt0167716	4	nm0765325	actor		"[""Antoine Kervarec""]"
tt0167716	5	nm0892615	actor		"[""Capitaine Franz Madelin""]"
tt0167716	6	nm0156639	actor		"[""Jean Legoff""]"
tt0167716	7	nm0144413	actor		"[""Lionel Vouillé""]"
tt0167716	8	nm0229943	actor		"[""Lieutenant Wolff""]"
tt0167716	9	nm0320956	actress		"[""Sylvie Lacassagne""]"
tt0167716	10	nm0753886	actor		"[""Soldat Otto Müller""]"
tt0167735	1	nm0004856	self		"[""Self - Host""]"
tt0167735	2	nm0004856	self		"[""Self""]"
tt0167735	3	nm5070970	self		"[""Self""]"
tt0167735	4	nm1254003	self		"[""Self - Host""]"
tt0167735	5	nm1254003	self		"[""Self""]"
tt0167735	6	nm0975336	self		"[""Self""]"
tt0167735	7	nm0391790	self		"[""Self""]"
tt0167735	8	nm0391790	self		"[""Self - Host""]"
tt0167735	9	nm2663434	self		"[""Self""]"
tt0167735	10	nm2592648	self		"[""Self""]"
tt0167735	11	nm9155268	self		"[""Self - Host""]"
tt0167735	12	nm5703848	self		"[""Self - Model""]"
tt0167735	13	nm0131992	self		"[""Self""]"
tt0168278	1	nm0130329	actress		"[""Fanny Le Marroy""]"
tt0168278	2	nm0051179	actor		"[""Yann Offlanges""]"
tt0168278	3	nm0893770	actor		"[""Guillaume Le Marroy""]"
tt0168278	4	nm0347541	actor		"[""Capitaine Le Marroy""]"
tt0168278	5	nm0096616	actress		"[""Ingwild Nilssen""]"
tt0168278	6	nm0392447	actress		"[""Mme Offlanges""]"
tt0168278	7	nm0480981	actress		"[""Anne""]"
tt0168278	8	nm0166537	actress		"[""La fermière""]"
tt0168278	9	nm0197562	actor		"[""Le Corsaire""]"
tt0168296	1	nm0262015	actor		"[""Arpad""]"
tt0168296	2	nm0880819	actor		"[""Ferenc Bekeczy""]"
tt0168296	3	nm0682624	actress		"[""Rilana""]"
tt0168296	4	nm0267551	actor		"[""Schmied Berczy""]"
tt0168296	5	nm0023900	actress		"[""Helene Bekeczy""]"
tt0168296	6	nm0126555	actor		"[""General""]"
tt0168296	7	nm0450078	actor		"[""Istvan""]"
tt0168296	8	nm0362249	actor		"[""Longuernal""]"
tt0168296	9	nm0529596	actor		"[""Farkas""]"
tt0168296	10	nm0344380	actress		"[""Schari""]"
tt0168309	1	nm0127682	actor		"[""Gilles Lalande""]"
tt0168309	2	nm4468316	actor		"[""Guy""]"
tt0168309	3	nm0494527	actor		"[""Lucien Lalande""]"
tt0168309	4	nm0639480	actress		"[""Marilou""]"
tt0168309	5	nm0041509	actor		"[""Pierre Flinois""]"
tt0168309	6	nm0215209	actress		"[""Françoise""]"
tt0168309	7	nm0109725	actress		"[""Sophie""]"
tt0168309	8	nm0237547	actress		"[""Garlonne""]"
tt0168309	9	nm0004625	actor		"[""Olivier Cottrey""]"
tt0168309	10	nm0601730	actress		"[""Hetti""]"
tt0168372	1	nm0001683	self		"[""Self - Hostess""]"
tt0168372	2	nm0001683	self		"[""Self - Host""]"
tt0168372	3	nm0279896	actor		"[""Cyber Sidekick""]"
tt0168372	4	nm0279896	actor		"[""CO- Host""]"
tt0168372	5	nm0279896	actor		"[""Self""]"
tt0168372	6	nm0683205	self		"[""Self""]"
tt0168372	7	nm0165971	actress		"[""Angel""]"
tt0168372	8	nm0165971	actress		"[""Luscious Cleavage""]"
tt0168372	9	nm0165971	actress		"[""Montego Bay Mama""]"
tt0168372	10	nm0004887	actress		"[""Crystal Lynn Pickett""]"
tt0168372	11	nm0004887	actress		"[""Estelle, The Macaroni Lady""]"
tt0168372	12	nm0004887	actress		"[""Linder Tripp""]"
tt0168372	13	nm0000928	self		"[""Self - Guest""]"
tt0168372	14	nm0113151	self		"[""Self""]"
tt0168372	15	nm0113151	self		"[""Jerry Springer Guest""]"
tt0168372	16	nm0404896	self		"[""Self""]"
tt0168372	17	nm0086706	self		"[""Self""]"
tt0168372	18	nm0334344	self		"[""Self""]"
tt0168372	19	nm0334344	self		"[""Self - Guest""]"
tt0169469	1	nm0153862	actress		"[""Isabel Neal""]"
tt0169469	2	nm0000883	actress		"[""Georgina Layton""]"
tt0169469	3	nm0429945	actress		"[""Mary Parrish""]"
tt0169469	4	nm0726621	actor		"[""Gordon Marsh""]"
tt0169469	5	nm0779966	actress		"[""Lynda Carpenter""]"
tt0169469	6	nm0721846	actor		"[""Steve Mitchell""]"
tt0169469	7	nm0920322	actress		"[""Maggie""]"
tt0169469	8	nm0497557	actor		"[""Richard Mason""]"
tt0169469	9	nm0203959	actor		"[""Dr. Jack Morrison""]"
tt0169469	10	nm0666881	actor		"[""Gerald Painter""]"
tt0170511	1	nm0086952	actor		"[""Benjamin Donadieu""]"
tt0170511	2	nm0724916	actress		"[""Marie Paradou""]"
tt0170511	3	nm0623899	actress		"[""Emeline Lombard""]"
tt0170511	4	nm0339621	actor		"[""Alexandre Duthil""]"
tt0170511	5	nm0894302	actor		"[""Arsène Lombard""]"
tt0170511	6	nm0898653	actress		"[""Agnès Lombard""]"
tt0170511	7	nm0220015	actress		"[""Elina Donadieu""]"
tt0170511	8	nm0082380	actor		"[""Curé de Souillac""]"
tt0170511	9	nm0238379	actor		"[""Victorien Donadieu""]"
tt0170511	10	nm0310352	actor		"[""Vincent Paradou""]"
tt0170980	1	nm0235185	self		"[""Self - Host""]"
tt0170980	2	nm4584370	self		"[""Self - The Ellie Frankel Trio""]"
tt0170980	3	nm4584370	self		"[""Self""]"
tt0170980	4	nm4584370	self		"[""Self - The Ellie Frankel Quintet""]"
tt0170980	5	nm3796733	self		"[""Themselves""]"
tt0170980	6	nm3796733	self		"[""Themselves - Performer""]"
tt0170980	7	nm1683794	self		"[""Self - the Gadget Man""]"
tt0170980	8	nm1683794	self		"[""Self - Comedian""]"
tt0170980	9	nm1683794	self		"[""Self - Comic""]"
tt0170980	10	nm1172060	self		"[""Self""]"
tt0170980	11	nm1172060	self		"[""Self - Co-Host""]"
tt0170980	12	nm1172060	self		"[""Self - Comedienne""]"
tt0170980	13	nm0004702	self		"[""Self - Comedian""]"
tt0170980	14	nm0004702	self		"[""Self - Co-Host""]"
tt0170980	15	nm0004702	self		"[""Self""]"
tt0170980	16	nm0178291	self		"[""Self - Comedian""]"
tt0170980	17	nm0178291	self		"[""Self - Co-Host""]"
tt0170980	18	nm0178291	self		"[""Self - Comic""]"
tt0170980	19	nm0107464	self		"[""Self - Comedian""]"
tt0170980	20	nm0107464	self		"[""Self - Co-Host""]"
tt0170980	21	nm0107464	self		"[""Self - Guest""]"
tt0170980	22	nm0226887	self		"[""Self - Co-Hostess""]"
tt0170980	23	nm0226887	self		"[""Self - Comedienne""]"
tt0170980	24	nm0226887	self		"[""Self - Co-Host""]"
tt0170980	25	nm0470916	self		"[""Self - the Amazing Kreskin""]"
tt0170980	26	nm0470916	self		"[""Self""]"
tt0170980	27	nm0470916	self		"[""Self - Co-Host""]"
tt0171015	1	nm1488333	actress		"[""Krysia 'Karioka'""]"
tt0171015	2	nm0326430	actor		"[""Bolek 'Brickey' Pabisz""]"
tt0171015	3	nm1489279	actor		"[""Janek 'Gypsy'""]"
tt0171015	4	nm1487239	actor		"[""Filipek Dulak""]"
tt0171015	5	nm0516559	actor		"[""Julek Seratowicz""]"
tt0171015	6	nm1488904	actor		"[""Szymek Krusz vel Tolek Banan""]"
tt0171015	7	nm1488904	actor		"[""Tolek Banan aka Szymek Krusz""]"
tt0171015	8	nm0637365	actor		"[""Mr. Edzio""]"
tt0171015	9	nm0466586	actress		"[""Mrs. Tecia""]"
tt0171015	10	nm0513557	actress		"[""Turska""]"
tt0171015	11	nm0466671	actress		"[""Pabiszowa""]"
tt0171998	1	nm0517284	actress		"[""Mathilda""]"
tt0171998	2	nm0517284	actress		"[""Mathilde""]"
tt0171998	3	nm0455967	actress		"[""Cathie""]"
tt0171998	4	nm0455967	actress		"[""Cathy""]"
tt0171998	5	nm0052702	actor		"[""Matthieu""]"
tt0171998	6	nm0052702	actor		"[""Mathieu""]"
tt0171998	7	nm4468316	actor		"[""Colbert""]"
tt0171998	8	nm0238914	actress		"[""Juliette""]"
tt0171998	9	nm0423208	actor		"[""Julien""]"
tt0171998	10	nm0892068	actress		"[""Paloma""]"
tt0171998	11	nm2804463	actor		"[""Fabrice""]"
tt0171998	12	nm0549949	actor		"[""Florian""]"
tt0171998	13	nm0062748	actor		"[""Benoît""]"
tt0171998	14	nm0062748	actor		"[""Benoit""]"
tt0172014	1	nm0559008	actress		"[""Joséphine Delamarre""]"
tt0172014	2	nm0559008	actress		"[""Joséphine Delamare""]"
tt0172014	3	nm0559008	actress		"[""Ludivine""]"
tt0172014	4	nm0842424	actress		"[""Annabelle""]"
tt0172014	5	nm0842424	actress		"[""Carole""]"
tt0172014	6	nm0842424	actress		"[""Elodie""]"
tt0172014	7	nm0217324	actor		"[""Auguste""]"
tt0172014	8	nm0217324	actor		"[""Dr. Bolbec""]"
tt0172014	9	nm0217324	actor		"[""Frère Mathieu""]"
tt0172014	10	nm0025372	actor		"[""Franck""]"
tt0172014	11	nm0025372	actor		"[""Jean-Pierre""]"
tt0172014	12	nm0025372	actor		"[""Le garagiste""]"
tt0172014	13	nm0373029	actor		"[""André""]"
tt0172014	14	nm0373029	actor		"[""Matthias""]"
tt0172014	15	nm0373029	actor		"[""Michel Soulas""]"
tt0172014	16	nm0286116	actress		"[""Directrice école Suisse""]"
tt0172014	17	nm0286116	actress		"[""Lauren Van Hoster""]"
tt0172014	18	nm0286116	actress		"[""Lucie""]"
tt0172014	19	nm1011533	actress		"[""Cécile François""]"
tt0172014	20	nm1011533	actress		"[""La DRH""]"
tt0172014	21	nm1011533	actress		"[""Nathalie""]"
tt0172014	22	nm0284482	actor		"[""Le client sous-bois""]"
tt0172014	23	nm0284482	actor		"[""Le maire""]"
tt0172014	24	nm0284482	actor		"[""Le professeur Delbos""]"
tt0172014	25	nm0863261	actor		"[""Le directeur de la banque""]"
tt0172014	26	nm0863261	actor		"[""Le tour opérateur""]"
tt0172014	27	nm0863261	actor		"[""Mario""]"
tt0172014	28	nm0665144	actor		"[""Le propriétaire""]"
tt0172014	29	nm0665144	actor		"[""Monsieur Berru""]"
tt0172014	30	nm0665144	actor		"[""Monsieur Jacquet""]"
