tconst	parentTconst	seasonNumber	episodeNumber
tt15723786	tt13064200	1.0	6.0
tt32756846	tt32748940	1.0	653.0
tt21887690	tt21883128	1.0	2138.0
tt6973324	tt6641680	1.0	3.0
tt31629990	tt1111847	1.0	3330.0
tt35099138	tt10872798	1.0	21.0
tt2396986	tt1084172		
tt12551554	tt2062778	3.0	9.0
tt30180838	tt20234932	1.0	369.0
tt9136690	tt1268929	1.0	72.0
tt15842746	tt0439979	1.0	4031.0
tt7885002	tt6614936	1.0	25.0
tt5453450	tt0057741	1.0	3339.0
tt1980497	tt0177446	28.0	33.0
tt3849300	tt0472989		
tt18830246	tt18081972	6.0	4.0
tt5453108	tt5290956	1.0	1.0
tt31890022	tt21446444	1.0	461.0
tt12500516	tt1111847	1.0	2563.0
tt2960812	tt2583852	1.0	89.0
tt33030469	tt32611839	5.0	15.0
tt27043420	tt0373516		
tt15903272	tt0439979	1.0	6314.0
tt31080292	tt0862592		
tt3903484	tt0382488		
tt29362454	tt1421009	15.0	113.0
tt1630981	tt0094481	1.0	4318.0
tt18346834	tt14103320	4.0	12.0
tt1278899	tt0227937	1.0	10.0
tt4548482	tt0136668		
tt6376574	tt2446208		
tt14125770	tt10305548	1.0	960.0
tt13461150	tt0305056	2.0	113.0
tt15542282	tt11634296	1.0	37.0
tt27675379	tt0058827	1.0	89.0
tt15695846	tt0117367	2.0	180.0
tt13126232	tt13075636	1.0	2.0
tt13067962	tt12176850	1.0	1162.0
tt8475892	tt7439928		
tt9914396	tt9287628		
tt10749744	tt10305356	1.0	10.0
tt6215164	tt1399045	1.0	18.0
tt1777357	tt0403813		
tt8061022	tt0069629	7.0	78.0
tt11498686	tt4148744	3.0	18.0
tt24060642	tt0319940	1.0	214.0
tt8757762	tt8310332		
tt3415056	tt0159881	10.0	185.0
tt1038326	tt0053494	1.0	259.0
tt7844082	tt0887983		
tt12519702	tt0446224	1.0	3399.0
tt8961130	tt0362379	1.0	250.0
tt32068586	tt20450274	3.0	48.0
tt2028439	tt0477551		
tt9841282	tt0445103	1.0	62.0
tt9891152	tt6353592	1.0	55.0
tt13100910	tt1636189	1.0	106.0
tt26918829	tt10910674	1.0	61.0
tt11704428	tt2361025	8.0	28.0
tt19798392	tt19712396	1.0	2.0
tt15773792	tt15768102	1.0	222.0
tt3017044	tt2563482		
tt1761927	tt0092325	1.0	5934.0
tt13484616	tt12142084		
tt25829204	tt2190581		
tt20256086	tt20158186	2.0	20.0
tt17159262	tt17156374	1.0	89.0
tt0556188	tt0281432	4.0	4.0
tt10233562	tt7976524	1.0	305.0
tt1341586	tt0988824	1.0	89.0
tt5501382	tt4649174	1.0	111.0
tt10099076	tt6994570	1.0	791.0
tt9269206	tt0266188	1.0	14.0
tt27519590	tt26542713	1.0	69.0
tt3770458	tt3651534	4.0	3.0
tt3888510	tt3872320	1.0	1.0
tt2940650	tt2874494	1.0	29.0
tt13370236	tt11857696	4.0	1.0
tt35792810	tt35682577		
tt28892699	tt13850522	6.0	7.0
tt2000225	tt0858338		
tt1782799	tt1700448	1.0	72.0
tt0584997	tt0222560		
tt4014894	tt1533783	5.0	181.0
tt25406512	tt3871822	13.0	15.0
tt27612613	tt17752304	1.0	735.0
tt10693546	tt0276674	2.0	83.0
tt4428792	tt0302066		
tt4075920	tt3977910	6.0	46.0
tt31381860	tt29548991		
tt24176706	tt5156110	14.0	3.0
tt34874373	tt6853288	8.0	135.0
tt0897705	tt0454349	2.0	2.0
tt2687462	tt1152300		
tt13104746	tt0268792	2.0	33.0
tt16459396	tt16453688		
tt31809826	tt10295494	1.0	268.0
tt24218520	tt14040540		
tt26457914	tt26448339	3.0	8.0
tt22808218	tt21057772	1.0	323.0
tt1230341	tt0112028	1.0	35.0
tt2207950	tt2190124		
tt1257755	tt0472027	1.0	2.0
tt19857496	tt12299748	1.0	12.0
tt29609253	tt28655896	1.0	728.0
tt26508685	tt17221322	1.0	252.0
tt5230460	tt5220612	4.0	8.0
tt5559858	tt3716158	5.0	12.0
tt10894452	tt7923036		
tt2138753	tt0115286		
tt16066944	tt15936106		
tt12604124	tt12467534	2.0	6.0
tt32163700	tt5161468		
tt31021149	tt31019589	1.0	95.0
tt0757458	tt0149453	14.0	11.0
tt0788598	tt0090444	5.0	2.0
tt12008780	tt2784810		
tt11589048	tt10303154	1.0	17.0
tt11535870	tt9776132	1.0	79.0
tt14972888	tt6402052	2.0	30.0
tt7998394	tt5822916		
tt14659668	tt14032692	1.0	253.0
tt33992230	tt14118188	2.0	20.0
tt33501438	tt33340890	1.0	5761.0
tt5851710	tt3672590	13.0	9.0
tt15431608	tt1271991	1.0	797.0
tt1941198	tt1928912		
tt2791050	tt1908423	1.0	140.0
tt5112918	tt2734004	1.0	246.0
tt32603077	tt30135335	1.0	10.0
tt10425532	tt9594300	1.0	97.0
tt12652340	tt3693978		
tt4263424	tt0224827	1.0	99.0
tt2311684	tt1159833		
tt3335720	tt0329824	1.0	76.0
tt32651920	tt32188722	1.0	490.0
tt27738591	tt0815041	3.0	67.0
tt21892292	tt21883128	1.0	4389.0
tt13339562	tt13338556	5.0	7.0
tt17511132	tt15374794	1.0	62.0
tt6469600	tt6061336		
tt1838407	tt0161195	1.0	458.0
tt32117837	tt3345858	22.0	14.0
tt13965410	tt13956742	3.0	1.0
tt29922113	tt29520369		
tt8921024	tt7987534	1.0	141.0
tt15358670	tt15338176	1.0	17.0
tt7456014	tt4486954	1.0	20.0
tt3916558	tt0108685	5.0	12.0
tt15305318	tt15161350	4.0	236.0
tt10263648	tt8434692		
tt31853314	tt17043076	2.0	5.0
tt14400178	tt12546564	1.0	1390.0
tt27560736	tt27558847	1.0	1.0
tt9108232	tt2301643	8.0	2.0
tt0878441	tt0086729	7.0	3.0
tt32632007	tt22309126	4.0	4.0
tt0903728	tt0121679	1.0	3.0
tt5125098	tt0185065		
tt1423707	tt0403780	1.0	58.0
tt0553250	tt0077000	14.0	13.0
tt21714062	tt19889276	8.0	10.0
tt0593543	tt0332902	1.0	4.0
tt1034685	tt0305005		
tt26672079	tt4353976	26.0	1.0
tt8010770	tt0217203	3.0	40.0
tt24082240	tt10295228	1.0	831.0
tt10647858	tt0493232	3.0	38.0
tt8095380	tt0320925	1.0	283.0
tt15795240	tt15670280		
tt31921461	tt15516710	15.0	56.0
tt0987133	tt0159884	3.0	16.0
tt13997782	tt0320998	1.0	14.0
tt16374382	tt13409050		
tt14963806	tt6558936	1.0	1243.0
tt0997605	tt0369073	10.0	4.0
tt34006487	tt32658697	1.0	1.0
tt23066430	tt1277647	1.0	16.0
tt10658938	tt8998028	1.0	2543.0
tt28784339	tt2575614	3.0	10.0
tt16539884	tt15415556	4.0	2.0
tt31228297	tt0266202	2.0	25.0
tt33495246	tt32907262	1.0	5016.0
tt33364061	tt33362152	1.0	376.0
tt4688176	tt4096540	5.0	98.0
tt12039574	tt11587812	1.0	12.0
tt0904913	tt0144724	2.0	20.0
tt0820525	tt0065272	1.0	9415.0
tt16709654	tt14433228	1.0	6.0
tt15665530	tt1068600	1.0	963.0
tt21807090	tt21806230	1.0	1.0
tt23803422	tt1542583		
tt22813824	tt14778968	29.0	569.0
tt16481740	tt16479376	1.0	9.0
tt11258534	tt7604546	1.0	5.0
tt16550626	tt14214952	1.0	40.0
tt12373056	tt8461116	3.0	230.0
tt13645552	tt0475913	3.0	22.0
tt27075691	tt0048845	1.0	5174.0
tt33994037	tt33992073	1.0	127.0
tt15547986	tt0787880		
tt13833318	tt13818544	1.0	1054.0
tt6785914	tt0108977	1.0	5376.0
tt29920418	tt29919645	1.0	13.0
tt2037546	tt0419321		
tt0590165	tt0431501		
tt16432494	tt2459938		
tt17072064	tt6805798	3.0	13.0
tt2053963	tt0371478		
tt13633854	tt9482042	2.0	8.0
tt11185930	tt9482958		
tt27588926	tt0236924	1.0	4094.0
tt13157842	tt12263940	1.0	242.0
tt2577288	tt2464340	3.0	2.0
tt1130486	tt0260653	2.0	4.0
tt1913798	tt0088580	1.0	4353.0
tt7814372	tt6491428	1.0	64.0
tt32384932	tt32381238	1.0	2.0
tt15944174	tt13680300		
tt21037628	tt16120880	1.0	29.0
tt7204460	tt6666766	1.0	25.0
tt12473524	tt0046641	1.0	4571.0
tt0688692	tt0168372	1.0	3.0
tt1963050	tt0386155		
tt18239116	tt18234982	1.0	8.0
tt6251998	tt0056758	1.0	473.0
tt35627913	tt31219423		
tt3940280	tt1985601	1.0	8113.0
tt34810256	tt33310442	1.0	50.0
tt17072934	tt2919910	10.0	9.0
tt17291994	tt17291938	1.0	2.0
tt12153856	tt1761449	5.0	15.0
tt12772610	tt12369030	1.0	306.0
tt8959684	tt8959280	1.0	10.0
tt18283370	tt1581071	14.0	3.0
tt7534152	tt0055708		
tt8919420	tt8918408	1.0	2.0
tt9315852	tt7151780	1.0	62.0
tt1062106	tt0389703	1.0	14.0
tt4071982	tt1240984		
tt29275267	tt11434664	1.0	5.0
tt9176490	tt2420040	1.0	112.0
tt7383838	tt6052530		
tt0664544	tt0274692	1.0	3.0
tt15783986	tt1068600	1.0	1568.0
tt1221266	tt0044270	13.0	10.0
tt6486154	tt6471838	11.0	24.0
tt26444254	tt0183068	1.0	1458.0
tt10016156	tt0344638		
tt10743744	tt10405150	1.0	856.0
tt15848506	tt15594438		
tt9427318	tt8056962	1.0	59.0
tt6582104	tt0445099	1.0	13.0
tt10977488	tt8996230	1.0	1850.0
tt27571802	tt0177440	24.0	140.0
tt11471706	tt11367646	1.0	4.0
tt28862228	tt2094533	11.0	46.0
tt14150686	tt14078328	1.0	158.0
tt21544314	tt15516710	8.0	46.0
tt1580801	tt1577139	1.0	1.0
tt29667614	tt27938962	1.0	555.0
tt1022264	tt6493630		
tt12270384	tt5650542	2.0	9.0
tt3242636	tt0856136	1.0	72.0
tt11052286	tt9458150	3.0	5.0
tt2817106	tt0472985		
tt0982679	tt0976084		
tt0933292	tt0208623	1.0	14.0
tt7167044	tt0218754	1.0	165.0
tt2699696	tt2649670	2.0	6.0
tt1681397	tt1124356		
tt14586938	tt14579878	7.0	39.0
tt24060598	tt0319940	1.0	199.0
tt16068642	tt15936106		
tt10742468	tt10738142		
tt15874462	tt15869966	1.0	220.0
tt12455258	tt0103487	1.0	3303.0
tt6508814	tt0321019	15.0	115.0
tt1936276	tt0241383	13.0	31.0
tt1375356	tt0041023	3.0	41.0
tt1852445	tt1842718	1.0	3.0
tt10103200	tt2132844	1.0	68.0
tt8009198	tt8000710	2.0	6.0
tt12200368	tt1808713		
tt0286506	tt1519943		
tt13107272	tt12368964	1.0	467.0
tt9286848	tt0329894	1.0	12.0
tt3075562	tt1084587		
tt18692936	tt1053637	1.0	902.0
tt31520729	tt6457530	1.0	46.0
tt15246906	tt13717758	1.0	81.0
tt5206710	tt5198350	1.0	9.0
tt0600721	tt0423668	2.0	11.0
tt16221632	tt0120974	15.0	146.0
tt10433448	tt0493184		
tt6187858	tt0284798	25.0	22.0
tt21162252	tt21093986	1.0	56.0
tt0667940	tt0112111	3.0	15.0
tt5930804	tt0058796	1.0	3361.0
tt6158076	tt0284798	22.0	50.0
tt14369120	tt12331650		
tt3168228	tt1660870	12.0	22.0
tt7495060	tt3827800	1.0	102.0
tt7169550	tt1608806		
tt30185693	tt28256830	1.0	89.0
tt0725208	tt0040053	6.0	9.0
tt29703801	tt10986366	2.0	1.0
tt6677412	tt6326562		
tt33968569	tt33962871	1.0	433.0
tt32329568	tt10270566	1.0	420.0
tt0071574	tt0298665	8.0	3.0
tt6053742	tt5851616	3.0	1.0
tt30982562	tt9835468	3.0	45.0
tt3555564	tt0059975	1.0	1.0
tt16304318	tt15792120		
tt11858766	tt0224452	5.0	6.0
tt7704300	tt5734106	3.0	9.0
tt15776434	tt15768102	1.0	1708.0
tt1693250	tt1686987	2.0	9.0
tt1039031	tt0853068		
tt20713194	tt2364308	1.0	6479.0
tt34248957	tt32869199	1.0	6.0
tt33246855	tt6703498	8.0	1.0
tt8733228	tt2904418	3.0	12.0
tt12307572	tt12276534	1.0	1086.0
tt5268442	tt3499670	4.0	6.0
tt35615033	tt0404580	3.0	11.0
tt12399602	tt0294075	1.0	568.0
tt7775010	tt5870890		
tt12005688	tt8780098	1.0	344.0
tt10205502	tt1592812	1.0	56.0
tt13094738	tt10127968	1.0	267.0
tt8931288	tt0266120	1.0	44.0
tt2676802	tt0437745	6.0	19.0
tt13417846	tt0270116	12.0	29.0
tt0886387	tt0386995	1.0	1.0
tt30742724	tt30700661	1.0	31.0
tt4675066	tt0106053		
tt1393774	tt0316967		
tt3390660	tt1434322		
tt34581730	tt33503513	4.0	47.0
tt8955930	tt5346720	1.0	13.0
tt9494592	tt6938094	2.0	136.0
tt11661786	tt0249314	24.0	42.0
tt12954026	tt12899358	1.0	256.0
tt27449091	tt17713154	1.0	673.0
tt20121498	tt3213376		
tt14608604	tt8854752	1.0	1181.0
tt12829972	tt8994152	1.0	676.0
tt1122680	tt0092323	2.0	4.0
tt2857750	tt1989748		
tt14854652	tt12492186	1.0	104.0
tt31855698	tt31614132	1.0	11.0
tt0504193	tt0084967	3.0	18.0
tt29940493	tt29780910	1.0	145.0
tt2052726	tt0395043		
tt12007742	tt0247880		
tt3273210	tt3254564	3.0	31.0
tt2289543	tt1659175	2.0	4.0
tt15278834	tt10731470		
tt32986417	tt0395868		
tt13210586	tt10765706	4.0	32.0
tt3820176	tt0062588	4.0	25.0
tt1860997	tt1724451	1.0	12.0
tt1309515	tt0122335	10.0	126.0
tt1890644	tt0303421	3.0	19.0
tt25031752	tt0328774	1.0	6.0
tt9267584	tt0324813	1.0	72.0
tt15065356	tt1818588	1.0	358.0
tt29272999	tt29079494	1.0	5508.0
tt7637782	tt0210434	1.0	43.0
tt0866193	tt0434695	4.0	2.0
tt23038196	tt2300437		
tt6203436	tt0949791	7.0	29.0
tt16398978	tt8852574	1.0	141.0
tt26492421	tt14721404	3.0	6.0
tt15546802	tt0054560	6.0	42.0
tt1033372	tt0996883	1.0	224.0
tt21150690	tt10196152	2.0	470.0
tt35332500	tt0283794		
tt30485604	tt21357988	1.0	689.0
tt1899957	tt1736093	1.0	163.0
tt15453894	tt0441955	1.0	451.0
tt33318905	tt0051257	36.0	9.0
tt14297972	tt10305452	1.0	1305.0
tt9852004	tt4003338	1.0	425.0
tt1170842	tt0214341	15.0	15.0
tt2154176	tt2005302	1.0	5.0
tt11046338	tt0759034		
tt11978950	tt11492864	1.0	10.0
tt11479300	tt10235794	1.0	23.0
tt9616924	tt9148038	1.0	18.0
tt8854272	tt0209725	1.0	59.0
tt22095384	tt22071890	1.0	344.0
tt6600304	tt3234110		
tt26382507	tt18814162	1.0	122.0
tt27449821	tt1500910	19.0	21.0
tt35884922	tt13241050		
tt13072882	tt6186030	1.0	14.0
tt23131526	tt22797712	1.0	30.0
tt4212278	tt0217211	19.0	52.0
tt9761630	tt2538744	2.0	43.0
tt14535344	tt14294416	1.0	942.0
tt28222387	tt0452075	1.0	10.0
tt8305198	tt3983740	18.0	8.0
tt1442171	tt1434322		
tt0871533	tt0048845		
tt14323996	tt8590126		
tt14761598	tt10162500	1.0	65.0
tt15698670	tt15670224	1.0	4.0
tt4144208	tt4078456	2.0	11.0
tt26656964	tt7619768	2.0	10.0
tt1662214	tt0115267		
tt15813926	tt15686904		
tt35103334	tt35089860	1.0	5.0
tt1921613	tt1045380		
tt24219726	tt14026560	1.0	255.0
tt4249080	tt1299047		
tt13103144	tt12637978	1.0	5.0
tt35531838	tt21357988	1.0	1125.0
tt4043492	tt0476625	12.0	7.0
tt14238632	tt2364308	1.0	3617.0
tt17496370	tt3416422	2.0	219.0
tt5256844	tt1229906		
tt1753216	tt0334878	1.0	3.0
tt30268024	tt15875870		
tt15909616	tt9700330		
tt13367056	tt0192906	3.0	82.0
tt8828800	tt0209679	1.0	85.0
tt14367614	tt12547152	1.0	135.0
tt13873208	tt6274184	7.0	48.0
tt1962233	tt0321777		
tt5694634	tt5691046	1.0	4.0
tt35184176	tt0930831		
tt4245936	tt3230032		
tt13023494	tt9781212	5.0	1.0
tt32483784	tt32482505	1.0	114.0
tt11672780	tt8740534	2.0	3.0
tt4968034	tt1905361	8.0	21.0
tt19077930	tt1407674		
tt6700274	tt0272417	5.0	46.0
tt9166998	tt7284466	3.0	29.0
tt13038540	tt0050022	3.0	31.0
tt19744450	tt0315719	2.0	53.0
tt6440748	tt2190581		
tt1408577	tt1059475	2.0	9.0
tt8063406	tt0170980	13.0	134.0
tt31317362	tt6763662	7.0	6.0
tt2037273	tt1699748	1.0	8.0
tt31566368	tt12690824	2.0	6.0
tt17023078	tt17022916	1.0	12.0
tt34305655	tt34209143	1.0	2.0
tt33078064	tt33062164	1.0	3914.0
tt8507376	tt4209386	5.0	111.0
tt14327302	tt9885436	1.0	396.0
tt7866890	tt7845038	1.0	33.0
tt11381346	tt0401922	4.0	602.0
tt33066690	tt33062131	1.0	1035.0
tt9760540	tt7446086	1.0	51.0
tt4006402	tt0799869	2.0	10.0
tt13003262	tt0175383	1.0	114.0
tt14352162	tt10224730		
tt26343121	tt0044298	1.0	799.0
tt7904460	tt10104840		
tt27880560	tt11465274		
tt2289892	tt0375245		
tt16023636	tt0499394	7.0	15.0
tt14027430	tt5236664	1.0	535.0
tt9532966	tt7209352	1.0	144.0
tt6656762	tt5612212	3.0	2.0
tt11026908	tt0181261		
tt30180674	tt0862621	19.0	9.0
tt31181039	tt31171540	1.0	2.0
tt14794208	tt14688374	1.0	79.0
tt11992610	tt5376982	2.0	3.0
tt27930380	tt23856554	1.0	120.0
tt10673736	tt0112113	1.0	253.0
tt2217107	tt0375400		
tt0535380	tt0103380	4.0	3.0
tt7178070	tt6932928	1.0	11.0
tt16327012	tt0988827	1.0	3367.0
tt31896780	tt4381512	21.0	5.0
tt7444302	tt7428026	1.0	14.0
tt32863273	tt32821073	2.0	73.0
tt0702931	tt0279600	4.0	20.0
tt21998752	tt21998536	1.0	80.0
tt29952039	tt29780910	1.0	224.0
tt4112048	tt1166709	11.0	15.0
tt6915632	tt0352047	1.0	135.0
tt6411816	tt2077192		
tt30427134	tt28802629	1.0	21.0
tt0708328	tt0047776	1.0	12.0
tt32648025	tt1239083		
tt13697768	tt4264964	9.0	188.0
tt7202132	tt2154395	1.0	180.0
tt32732889	tt32188757	1.0	5148.0
tt28328310	tt19267822	1.0	50.0
tt10613672	tt3947934	6.0	55.0
tt6434866	tt6410230		
tt0584001	tt0056757	3.0	20.0
tt7138188	tt4074786	2.0	5.0
tt0647896	tt0170980	7.0	113.0
tt1477130	tt1328968	2.0	8.0
tt32650057	tt32646694	1.0	1056.0
tt26722292	tt26695893	1.0	11.0
tt5625778	tt5617526	1.0	68.0
tt17540070	tt17013904	1.0	1448.0
tt7082286	tt0268865	1.0	137.0
tt16318430	tt0277473	1.0	426.0
tt4822946	tt4787056	1.0	823.0
tt2023099	tt2012450	1.0	12.0
tt26234484	tt0048845	1.0	4052.0
tt14920264	tt1132136		
tt4260220	tt2184048		
tt16328694	tt0988827	1.0	4207.0
tt14629294	tt3184288		
tt22165084	tt22083550	1.0	460.0
tt10104118	tt3491320	1.0	494.0
tt12883586	tt0043214	1.0	1974.0
tt35351919	tt11000564	1.0	5.0
tt11437944	tt11066358	1.0	3.0
tt22020286	tt1301884	1.0	80.0
tt14759770	tt2216506	1.0	112.0
tt11302620	tt1542802	1.0	225.0
tt32094371	tt3636622	14.0	45.0
tt14981688	tt1362996	13.0	33.0
tt11336088	tt11299474	3.0	47.0
tt13098140	tt8612956	1.0	109.0
tt26681580	tt4469214	11.0	93.0
tt22149958	tt21216406	1.0	20.0
tt10823346	tt8928308		
tt1615663	tt0804503	4.0	4.0
tt33738895	tt33702626	1.0	976.0
tt9721750	tt0498891		
tt2674528	tt2342455	1.0	81.0
tt5396194	tt0283767	1.0	6829.0
tt2105571	tt1776531	1.0	2.0
tt32650556	tt32644356	1.0	6.0
tt21383478	tt5769618	1.0	17.0
tt6788332	tt0355077	2.0	11.0
tt9726716	tt3890300	1.0	249.0
tt1088084	tt0092325	1.0	225.0
tt19723312	tt10295228	1.0	72.0
tt7242270	tt1466501	1.0	4.0
tt2962704	tt2161031	3.0	7.0
tt9274552	tt3182586	1.0	250.0
tt13079554	tt13072930	4.0	7.0
tt29510719	tt0289801		
tt4261680	tt0933348	38.0	14.0
tt6756382	tt6660204	2.0	36.0
tt9372380	tt8528294	1.0	85.0
tt0591313	tt0103428	1.0	10.0
tt2703264	tt0072584	30.0	106.0
tt26821044	tt13364380	1.0	623.0
tt11255218	tt0167645	1.0	376.0
tt4764906	tt4719900	1.0	2.0
tt26676723	tt17252376	18.0	5.0
tt12585672	tt3281874	1.0	40.0
tt1858042	tt1850596	5.0	22.0
tt16254796	tt13777486	1.0	127.0
tt10758302	tt10758060	6.0	1.0
tt3322278	tt3179606	1.0	5.0
tt2708022	tt2382271	1.0	56.0
tt30458243	tt13514438	1.0	2.0
tt11217604	tt0306291	1.0	60.0
tt30179261	tt1025537		
tt34734881	tt34734548	1.0	4.0
tt7124384	tt0211866	1.0	139.0
tt3294244	tt1595056	1.0	9.0
tt15695898	tt0117367	3.0	135.0
tt32907324	tt23146266	4.0	32.0
tt14168712	tt4643588	7.0	1.0
tt22232074	tt0298683	1.0	50.0
tt5314202	tt4680360	1.0	3.0
tt23136958	tt6179868	1.0	164.0
tt0986710	tt0923171	4.0	2.0
tt2210379	tt1933526		
tt19380380	tt0835962	1.0	3914.0
tt4787742	tt4709678	1.0	268.0
tt2114723	tt0221199	1.0	8.0
tt5340560	tt3996530	1.0	47.0
tt0678755	tt0077064	5.0	17.0
tt8396512	tt6769314		
tt31117275	tt31080992	1.0	376.0
tt32883195	tt6854902		
tt16526802	tt14642734	1.0	32.0
tt30946392	tt1705096	8.0	8.0
tt2867716	tt1119642	1.0	1410.0
tt16766872	tt0434733	1.0	3709.0
tt13154274	tt11844982	5.0	32.0
tt8120306	tt1871111	12.0	14.0
tt1599465	tt0246359	1.0	2.0
tt28475231	tt0199180	1.0	149.0
tt3207902	tt0817377	3.0	10.0
tt12123118	tt9025180	2.0	5.0
tt14302980	tt5432464	9.0	4.0
tt8423880	tt0209577	1.0	156.0
tt0588110	tt0057751	1.0	18.0
tt32903787	tt1324576		
tt13205208	tt12600500	1.0	29.0
tt3387460	tt3382826	1.0	1.0
tt4397286	tt1637574	4.0	131.0
tt1268471	tt1056536	2.0	44.0
tt21399222	tt21364318		
tt21149096	tt18559740	3.0	464.0
tt14423318	tt9636800	2.0	16.0
tt13023894	tt10196152	1.0	240.0
tt20010166	tt17493716	1.0	301.0
tt0944355	tt0053497	1.0	5.0
tt29896069	tt28524705	2.0	2.0
tt35650829	tt35563666		
tt28306087	tt2034305	3.0	42.0
tt35246387	tt34721650		
tt7590248	tt5205252	1.0	25.0
tt5985110	tt0217925	1.0	3.0
tt27012094	tt0463802		
tt17525396	tt14354452		
tt1897507	tt1018468	5.0	22.0
tt10265100	tt1144839		
tt30787237	tt18358232	1.0	499.0
tt1382890	tt0053494	1.0	7013.0
tt4015120	tt1533783	6.0	44.0
tt21322950	tt1448074	1.0	3161.0
tt0611644	tt0092379	2.0	4.0
tt20756378	tt19865932	1.0	271.0
tt13580834	tt13394544	1.0	12.0
tt29172592	tt16388538	1.0	362.0
tt6116900	tt6019536	1.0	1.0
tt9589208	tt8386744	1.0	397.0
tt2366323	tt0407361	17.0	10.0
tt1053183	tt0437761	1.0	2.0
tt10458306	tt10438096		
tt15098982	tt4287798	1.0	410.0
tt1126106	tt0493232		
tt12022338	tt11992498		
tt15981696	tt15941254		
tt28093681	tt0044265	1.0	2235.0
tt28620856	tt13736632		
tt6632254	tt4849568	1.0	12.0
tt5491544	tt4980876	1.0	49.0
tt22408690	tt9005464	2.0	1.0
tt28372758	tt21979642	1.0	103.0
tt1261096	tt0084987	24.0	49.0
tt28365329	tt0445912	31.0	8.0
tt7932718	tt7923860		
tt1142706	tt0852863	1.0	24.0
tt28741054	tt0332841	1.0	20.0
tt3369008	tt2338232	1.0	11.0
tt10428278	tt0355143		
tt26242566	tt23787988	1.0	107.0
tt13848216	tt0115299	3.0	1.0
tt32460714	tt15988702	1.0	20.0
tt5987622	tt4557996		
tt10346592	tt7112704	1.0	1212.0
tt1968486	tt0383792		
tt6226428	tt6217154	2.0	122.0
tt14585306	tt10050676	1.0	71.0
tt35146242	tt1365552		
tt12981464	tt1022932		
tt32293479	tt0048845	1.0	6786.0
tt10641200	tt8523160	1.0	393.0
tt1269218	tt0425169	1.0	4.0
tt35658393	tt28802629	1.0	244.0
tt1546635	tt0160999	1.0	1.0
tt21481430	tt8998380	1.0	772.0
tt29031533	tt1843751	1.0	732.0
tt15578822	tt0380100		
tt10447116	tt0924651	25.0	11.0
tt2285820	tt0375435		
tt30843493	tt0096555	38.0	10.0
tt32525712	tt32525478	2.0	6.0
tt18776604	tt1094232	1.0	93.0
tt0899442	tt0419314		
tt2010363	tt1700448	1.0	280.0
tt13182284	tt0963864		
tt27157669	tt21867362	1.0	6.0
tt9152240	tt4906522	1.0	201.0
tt8036978	tt7099334	1.0	17.0
tt10378722	tt10082866		
tt0881670	tt0149466	1.0	8.0
tt1765282	tt0088580	1.0	1654.0
tt9706596	tt3215226	1.0	262.0
tt15495634	tt15408948	1.0	433.0
tt7129300	tt6282096	1.0	169.0
tt1180453	tt0056758	1.0	8480.0
tt29930240	tt23330692	1.0	7.0
tt9019198	tt8042444		
tt7721958	tt7171652	3.0	2.0
tt9146782	tt1297029	1.0	49.0
tt1046329	tt0429318	2.0	19.0
tt3192198	tt3166422		
tt13571480	tt0402644	1.0	525.0
tt28569564	tt28254942	1.0	5.0
tt28806630	tt0193671	1.0	786.0
tt6576330	tt0407423	9.0	6.0
tt6234222	tt0056752	1.0	2499.0
tt32496051	tt15802538		
tt29232024	tt1021041	19.0	3.0
tt16223004	tt0179055	1.0	1639.0
tt7874876	tt1831548	3.0	80.0
tt23864588	tt4979824		
tt0633858	tt0096636		
tt2165437	tt0350466	5.0	6.0
tt9260546	tt1933866	1.0	1.0
tt2313662	tt0758722		
tt8991832	tt5419220	2.0	4.0
tt12085086	tt0844273	1.0	550.0
tt33368653	tt28288752	1.0	31.0
tt5828740	tt5637876	1.0	4.0
tt13909630	tt0786864	1.0	560.0
tt29312119	tt29275002	1.0	288.0
tt26382692	tt18814162	1.0	133.0
tt7621472	tt0068069	1.0	7997.0
tt31080493	tt27123271	1.0	10.0
tt2179952	tt0088580	1.0	6381.0
tt17009640	tt6386834		
tt11157316	tt9480752	12.0	96.0
tt2351674	tt2284660	4.0	20.0
tt13848520	tt13848438	1.0	3.0
tt5567848	tt1240984		
tt5606394	tt5598192	1.0	2.0
tt2092362	tt0487858		
tt2768582	tt2630718	1.0	20.0
tt10880612	tt10874000		
tt34961708	tt14852960	3.0	9.0
tt6974390	tt5360812	3.0	16.0
tt3052142	tt0423770		
tt10979976	tt3139330	3.0	1.0
tt16608694	tt4648716	1.0	463.0
tt2800768	tt2787868		
tt10608342	tt10585676	1.0	5.0
tt0809645	tt0105950	6.0	1.0
tt1464108	tt1455546	1.0	5.0
tt14197458	tt1593391	5.0	52.0
tt18232868	tt18184468		
tt16333158	tt0988827	1.0	6452.0
tt21967686	tt13474734	3.0	1.0
tt35529656	tt34548028	1.0	7.0
tt12715192	tt9547912	1.0	4.0
tt1350134	tt1336201	1.0	3.0
tt1562578	tt0472642	5.0	230.0
tt13935390	tt2235082	1.0	4249.0
tt7182296	tt7169032	1.0	1.0
tt3475110	tt0780429		
tt5268982	tt5154902		
tt21890580	tt21883128	1.0	3543.0
tt32283424	tt15262422		
tt9493664	tt3591138	1.0	53.0
tt8674972	tt0320922	1.0	126.0
tt12191428	tt10157642	1.0	690.0
tt8811962	tt4142084	1.0	15.0
